Author	Contribution Entry	Column	Year	Issue
Mayer, Roger Noel	"788 Lze mluvit o mladé španělské literatuře? (Výsledky ankety, uveřejněné v časopise „Cuadernos"" č. 33, který vychází v Paříži.) Přeloženo z francouzštiny. 5/5, str. 200-204."	French	1960	5
Mc ... viz Mac ...				
Melničenko, Vladimir	789 Ukdzky z grafiky. 6/4, str. 17, 24-25, 152-153. - Poznómka je věnovóna též Adě Rybačukové.		1961	4
Memmi, Albert	Agar. Recenze s ukózkami. Viz zázn. 564.			
Mencák, Břetislav	790 Půlstoletl švédské novodobé lyriky. (Studie o jednotlivých autorech s ukázkami.) 4/3, str. 182-193. - Reprodukce ilustrace Einara Noreliuse a plastiky Carla Millese. Bo Bergman: Měsíční svit na Strommenu - Vilhelm Ekelund: fok jasná byla tenkrát zeleň buků - Anders 6sterling: Ta, jef krájí chléb - Erik Blomberg : Neboj se tmy - Frans G. Bengtsson: Varjagové - Nils Ferlin: Svit hvězd • ten stejně je tupý, Dnes v Jistě - Karin Boyeová: V pohybu - Johannes Edfelt: Archaický obraz - Helmer Grundstrom : Daleko ke vsi - Alf Henrikson: V týdnu knihy - Ture Eriksson: Rozplítač sítí - Artur lundkvist: Straka - Gunnar Ekelof: Skutečnost - Harry Martinson : Kabelová loď, V červnu , Na Kongu.		1959	3
Merle, Robert	791 Několik slov o současném francouzském divadle. Z ruského překladu francouzského originálu přeložila Jiřina Zumrová. 3/1, str. 226-232. Probírá díla těchto dramatiků: Paul Claudel, Montherlant, André Roussin, Jean Anouilh, Salacrou, J~an-Paul Sartre, Michel de Ghelderode.		1958	1
Merle, Robert	792 Sisyfos a smrt. Podobenství o jednom dějství. Z francouzštiny přeložil A. J. Liehm. 1/1, str. 165-177. - Životopisná poznámka s fotografií autora. Merwin, W. S. Maličká žena na Swallow Street. (Báseň.) Viz zázn. 768.	French	1956	
Mesterházi, Lájos	793·,oon Juan aneb Pravda. (Povídka.) Z maďarštiny přeložili ,.,Vladimír Jiránek a Jitka Jeřábková. Poznámku o autorovi napsal Petr Rákos. 6/4, str. 140, 149-151, 1S4-160.	Hungarian	1961	4
Měšťan, Antonín	794 Kazimierz Brandys : Dopisy pro paní Z. Recenze s ukázkami. 4/6, str. 241-247.		1959	6
Metčenko, A.	795 Historismus a dogma. (Studie.) Z ruštiny přelož i la Božena Johnová. 2/2, str. 117-132.	Russian	1957	2
Mezi	"796 Mezi tradicemi a experimentem. (Polemika dvou italských literárních skupin: neoavantgardy a skupiny „tradiční"".) Výňatek z reportáže Nella Ajella v časopise Espresso vybral, zpracoval a z italštiny přeložil Zdeněk Frýbort. Do diskuse přispěli: Giorgio Bassani, Carlo Cassola, Alberto Arbasino, Edoardo Sanguineti, Elio Vittorini a Alberto Moravia. 10/1, str. 198-208. - Fotografie výše jmenovaných spisovatelú."	Italian	1965	1
Mi C'-ťien	797 Chytán( ryb. (Úryvek z knihy.) Z čínštiny přeložila Milena Velingerová. 4/5, str. 88.	Chinese	1959	5
Míčko, Miroslav	798 Espana libre. (Poznámky k výstavě současného španělského umění v Rimini s ukázkami vystavených děl: Manolo Millares, Julio Gonzáles, Julian Pacheco, Equipo de Cordoba, Antonio Tapies, Manuel Valdes.) 10/1, str. 249-253.	Spanish	1965	1
Míčko, Miroslav	"799 Kde budeme žít zítra? Recenze s ukázkami z knihy Michela Ragana „Ou vivrons-nous demain!"" 10/2, str. 158-182. 30 obr. (Robert Rauschenberg, Hans Arp, Roger Bissiěre, James Guitet, Mario Prassinos, Victor Vasarely, Janez Bernik, Robert Motherwell, Lucjan Mianowski, Masuo lkeda, Kumi Sugai). 9/1, str. 83-90."	800 Lublaňské bienále grafiky. S ukázkami vystavených prací	800 Lublaňské bienále grafiky. S ukázkami vystavených prací	800 Lublaňské bienále grafiky. S ukázkami vystavených prací
Míčko, Miroslav	801 Muzeum XX. století. (K otevření výstavy ve Vídni s ukázkami vystavených děl: Gustav Klimt, Edvard Munch, Oskar Kokoschka, Emil Nolde, Raymond DuchampVillon, František Kupka, Fernand Léger, Wilhelm Lehmbruck, Henri Laurens, Paul Klee, Victor Sevrancki, Alberto Giacometti, Renato Guttuso, Fritz Wotruba, Vasilij Kandinskij, Germaine Richler, Eduard Pignon, Francis Bacon.) 8/6, str. 191-201.		1963	6
Míčko, Miroslav	802 Naivní malíři. S ukázkami díla, fotografiemi a stručnými charakteristikami umělců (Henri Rousseau-Celník, André Bauchant, Camille Bombois, Louis Vivin, Jules Lefranc, Niko Pirosmanišvili, Morris Hirshfield, Grandma Mosesová, Ivan Generalié, Emerik Feješ, Natalie Schmidtová, Nikifor). 7/5, str. 53-67.		1962	5
Michaux, Henri	"803 Velká válka soch. (Básně a texty.) Vybral, z francouzštiny přeložil a doslov „Cestovatel bez zavazadel"" napsal Jan Vladislav. Kresba Jany Dlabačové. 8/5, str. 84-100. - Fotografie autora. Doba osvícených - Vzpomínky - Čím se zabývám - Křičet - Odvezte mne - Jsem gong - Na cestě smrti - Odpočinutí v bídě - Můj život - Láska - Plovoucí ledovce - Heroický věk - Veliké housle - Klaun - Lazare spíšl - Letopisy - Veliká nestvůrná ruka-Starý sup-Mé sochy-Hlas-Dopis praví dcil. . . -Moře."	French	1963	5
Milev, Geo	804 Zář(. Poema. Z bulharštiny přebásnil Ludvík Kundera za jazykové spolupráce Osvalda Zukala. Úvodní studii o autorovi napsala Dana Hronková. 1/4, str. 186-193. - Portrét autora nakreslila Maria Žekova.	Bulgarian	1956	4
Miller, Arthur	80S Po pádu. (Divadelní hra.) Z angličtiny přeložili Luba a Rudolf Pellarovi za jazykové spolupráce Hildy Lassové. Snímky z newyorské inscenace Elii Kazana. 10/1 , str. 79 až 124. 8 fot. - Fotografie autora.	English	1965	1
Miller, Arthur	806 Stíny bohů. Kritický pohled na americké drama. (Studie.) Z angličtiny přel ožila L. Novotná. S/1, str. 120-128.	English		
Miller, Arthur	807 Ztracenci. Věnováno Clarku Gablovi, který neuměl nenávidět. (Filmový scénář.) S autorovou poznámkou. Z angličtiny přeložil Igor Hájek. Jako ilustračního doprovodu použito záběrů ze stejnojmenného filmu. 7/3, str. 6-61. - Fotografie autora.	English	1962	3
Miller, Henry	The Air-Conditioned Nightmare (Klimatizovaný přelud). Ukázka. Viz zázn. 863.	808 Ůsměv pod provazovým žebříkem. (Text určený jako doprovod k sérii čtyřiceti ilustraci Fernanda Légera o klaunech.) S autorovým doslovem. Z angličtiny přeložil Jan Válek. Ilustrační doprovod tvo ř í reprodukce obrazů Fernanda Légera, Marco Chagalla, Georgese Rouaulta, Joana Miróa, Georgese Seurata. 8/2, str. 191-207.	808 Ůsměv pod provazovým žebříkem. (Text určený jako doprovod k sérii čtyřiceti ilustraci Fernanda Légera o klaunech.) S autorovým doslovem. Z angličtiny přeložil Jan Válek. Ilustrační doprovod tvo ř í reprodukce obrazů Fernanda Légera, Marco Chagalla, Georgese Rouaulta, Joana Miróa, Georgese Seurata. 8/2, str. 191-207.	808 Ůsměv pod provazovým žebříkem. (Text určený jako doprovod k sérii čtyřiceti ilustraci Fernanda Légera o klaunech.) S autorovým doslovem. Z angličtiny přeložil Jan Válek. Ilustrační doprovod tvo ř í reprodukce obrazů Fernanda Légera, Marco Chagalla, Georgese Rouaulta, Joana Miróa, Georgese Seurata. 8/2, str. 191-207.
Millet, Martha	Léto ve Williamsburghu. (Báseň.) Viz zázn. 76.			
Minati, Ivan	809 Z veršů Ivana Minatiho. Ze slovinštiny přeložil František Benhart. 1/2, str. 137-139. - Poznámka o autorovi s dřevorytem Božidara Jakace. Tišina - Máj u Soč i - My dva.	Slovenian	1956	2
Mistral, Gabriela	Pomalý déšť. (Báseň . ) Viz zázn. 1065. Věci - Smutek - Žena. (Básně.) Viz zázn. 1257.			
Mišima, Jukio	810 Pozdrav lodi. (Monodrama.) Z japonštiny přeložil Miroslav Novák. 7/4, str. 190-193. - Poznámka na str. 197.	Japanese	1962	4
Mltropulos, K.	811 Karikatury. Poznámku úvodem napsal M. M. (= Miloš Macourek). 6/1, str. 73, 74, 170-172.		1961	1
Mltropulos, K.	812 Odplata. (Kreslený vtip.) 5/3, str. 31.		1960	3
Mladenovié, Tanasije	813 Okamžik současnosti. (Báseň.) Ze srbocharvátštiny přeložil Luděk Kubišta za jazykové spolupráce Ireny Wenigové. 3/3, str. 30-31. - Úvodní poznámka s fotografii autora.	Serbocroatian	1958	3
Modigliani, Amedeo	814 Reprodukce obrazů. 2/2, str. 38, 39, 66, 67, 89, 116.		1957	2
Moisse, Charles	Liberty - Věrná naděje. (Básně.) Viz zázn. 627.			
Molinari, Ricardo E.	Óda na měs{c listopad na řece La Plata. (Báseň.) Viz zázn. 1065.			
Montale, Eugenio	"815 Anglický roh. (Básně.) - Záměry. Imaginární interview. Vybral, z italštiny přeložil a poznámku „Zmínka místo podobizny"" napsal Jan Vladislav. 10/3, str. 61-73. - Fotografie autora. Anglický roh - Náhrobky - Sépiové kosti - Arsenio - Celnice nad mořem - Mottetta - Zprávy z Amiaty - Vichfice - Archa - Malý testament."	Italian	1965	3
Montfort, Eugene	816 Apollinaire v ženském přestrojen{, jak jej odhalil Eugéne Montfort. (O básních G. Apollinaira vydávaných pod pseudonymem Louisa Lalannová.) Z francouzštiny přeložil Jiří Konůpek. 1/6, str. 247-252. - Poznámka o autorovi. Portrét G. Apollinaira od Pabla Picassa.	French	1956	6
Moore, Henry	817 Reprodukce děl. Poznámku napsal Dušan Šindelář. 5/1, str. 7, 69, 119, 256. - Fotografie H. Moora.		1960	1
Mora, Victor	818 1/500. (Povídka.) Ze španělštiny přeložila Libuše Prokopová. 9/6, str. 50-52. - Vychází pod společným názvem Dvacet a jedna a se slovníčkem autorů.	Spanish	1956	5
Moraes, Vinícius de	819 Spáleniny prvnfho stupně. (Básně.) Z portugalských originálů vybral a přeložil Vladimír Mikeš. Úvodní stať o autorovi napsal Zdeněk Hampejs. 7/4, str. 83-93. 1 fot. - Fotografie autora. Potápěč - Jedné feně - Žena v noci - Nepfltomná - Život a poezie - Recept pro fenu - Cas v parcích - Poselství poezii.		1962	4
Morales, Rafael	Jako topol. (Báseň.) Viz zázn. 1428.			
Morandi, Giorgio	820 Ukázky z dl/a. 6/2, str. 14-15, 114-115, 147. - Poznámka o italském malíři a jeho fotoportrét.		1961	2
Moravia, Alberto	Nuda. Recenze s ukázkami. Viz zázn. 903.			
Moravia, Alberto	821 Řlmské povldky. Ukázky ze stejnojmenné knihy. Z italštiny přeložil Jaroslav Pokorný. 1/1, str. 147-156. - Poznámka o autorovi. Hřlčky vedra - Zběsilec - Nelam si hlavu.	Italian	1956	
Morávková, Alena	822 Aksjonovův vpád do dramatu. Recenze s ukázkami z divadelní hry Vždycky na prodej. 10/6, str. 191-201. 4 obr. - Fotografie V. Aksjonova.		1965	6
Morgenstern, Christian	823 Z Šibeničnlch plsnl. Z německého originálu přeložil a úvodní studii napsal Josef Hiršal. Kresby Zdenek	Seydl. 1/5, str. 39-45. - Fotografie autora. Nápadníci trůnu - Skřet půlnoc - Štika - Bim, bam, bum - Vzdech - Koleno - Kůl\ - Hrdinný pudl - Šlasi - Tapetový květ - Nečni obraz - Ženuška s přes l ici - Estetická lasička.	Seydl. 1/5, str. 39-45. - Fotografie autora. Nápadníci trůnu - Skřet půlnoc - Štika - Bim, bam, bum - Vzdech - Koleno - Kůl\ - Hrdinný pudl - Šlasi - Tapetový květ - Nečni obraz - Ženuška s přes l ici - Estetická lasička.	Seydl. 1/5, str. 39-45. - Fotografie autora. Nápadníci trůnu - Skřet půlnoc - Štika - Bim, bam, bum - Vzdech - Koleno - Kůl\ - Hrdinný pudl - Šlasi - Tapetový květ - Nečni obraz - Ženuška s přes l ici - Estetická lasička.
Morrison, John	824 Nočnl směna. (Povídka.) Z angličtiny přeložila Wanda Beranová. Ilustrace Jiří Balcar. 3/3, str. 82-86. -Úvod ní poznámka s fotografií autora. Vyšlo pod souborným názvem Příběhy z Austrálie.	English	1958	3
Moskva	825 Moskva, Lavrušinskij pereu/ok 17 - Konstantinu Fedinovi. (Pozdrav redakce k sedmdesátinám.) 7/1, str. 158-159. - 3 fotoportréty K. Fedina od Josefa Proška. Mose Kreslené vtipy. Viz zázn. 649.		1962	1
Moskva	826 Kreslený vtip. 3/3, str. 145.		1958	3
Mosse viz Mose Most	827 Most mezi národy. (Redakční článek k ohlasu Světové literatury v zahraničí.) 3/6, str. 24~245. 4 fot.		1958	6
Motyleva, Tamara	828 Západnl realističtl spisovatelé. (Poznámky kritika.) Z ruštiny přeložila Jiřina Zumrová. 1/4, str. 193-197.	Russian	1956	4
Mrnka, Jaroslav	829 Wolfdietrich Schnurre. (<'.:lánek o západoněmeckém spisovateli.) 6/1, str. 75-79. - Fotografie W. Schnurra.		1961	1
Mrozek, Slawomir	830 Černé povídky. Z polštiny přeložila Helena Stachová, verše Pavel Kopta. Ilustroval Daniel Mráz. 7/2, str. 82-97. - Karikatury autora a ilustrátora. Slon - Žirafa - Z cesty - Podobenství o zázračném zachránění - Profesor Robert - Veselka v Atomicích.	Polish	1962	2
Mrozek, Slawomir	831 Karel. (Hra.) Z polštiny přeložil Jaroslav Langer. Ilustroval Jaša David. 7/2, str. 98---109. Uczieczka na poludnie (Útěk na jih). Recenze s ukázkami. Viz zázn. 75.	832 Koníci. (Povídka.) Z polštiny přeložila Lenka TeigováStachová. 3/5, str. 253-256. il.	832 Koníci. (Povídka.) Z polštiny přeložila Lenka TeigováStachová. 3/5, str. 253-256. il.	832 Koníci. (Povídka.) Z polštiny přeložila Lenka TeigováStachová. 3/5, str. 253-256. il.
Mucchi, Gabriele	833 Drazí přátelé ze Světové literatury... (Dopis italského malíře napsaný za pobytu v Praze.) Přeloženo z italštiny. 1/1, str. 178---179. - Faksimile autorova rukopisu.	Italian	1956	
Mucha, Jiří	834 Dóležitějšf než beatnik Kerouac ... (Citát.) 5/2, str. 233. Muj	835 Muj kajak je daleko vod země. (Ukázky z lidové slovesné tvorby grónských a aljašských Eskymáků.) Poezii přeložil a poznámku napsal Ladislav Novák, prózu přeložil a poznámku napsal Dalibor Kozel. Ilustrační doprovod tvoří lidové eskymácké plastiky. 6/2, str. 102-113. Poezie: Smutek z příchodu polární noci - Zpěv starce - Zpěv stafenky - Zoufalství - Zpěv mladé feny vo muiích - Jaro - Sen - Návrat z lovu. - Próza: Jak jistá žena sestoupila s nebe a stvofila ostrov Nunivak - Dobrodruistvf s vlky - Velká dobro• druistvf malé myšky - Kajak - Dobrodrulství mileneckého páru - Labutí let - Jak vznikly slunce a měsíc.	835 Muj kajak je daleko vod země. (Ukázky z lidové slovesné tvorby grónských a aljašských Eskymáků.) Poezii přeložil a poznámku napsal Ladislav Novák, prózu přeložil a poznámku napsal Dalibor Kozel. Ilustrační doprovod tvoří lidové eskymácké plastiky. 6/2, str. 102-113. Poezie: Smutek z příchodu polární noci - Zpěv starce - Zpěv stafenky - Zoufalství - Zpěv mladé feny vo muiích - Jaro - Sen - Návrat z lovu. - Próza: Jak jistá žena sestoupila s nebe a stvofila ostrov Nunivak - Dobrodruistvf s vlky - Velká dobro• druistvf malé myšky - Kajak - Dobrodrulství mileneckého páru - Labutí let - Jak vznikly slunce a měsíc.	835 Muj kajak je daleko vod země. (Ukázky z lidové slovesné tvorby grónských a aljašských Eskymáků.) Poezii přeložil a poznámku napsal Ladislav Novák, prózu přeložil a poznámku napsal Dalibor Kozel. Ilustrační doprovod tvoří lidové eskymácké plastiky. 6/2, str. 102-113. Poezie: Smutek z příchodu polární noci - Zpěv starce - Zpěv stafenky - Zoufalství - Zpěv mladé feny vo muiích - Jaro - Sen - Návrat z lovu. - Próza: Jak jistá žena sestoupila s nebe a stvofila ostrov Nunivak - Dobrodruistvf s vlky - Velká dobro• druistvf malé myšky - Kajak - Dobrodrulství mileneckého páru - Labutí let - Jak vznikly slunce a měsíc.
Mundstock, Karl	836 Al do posledního muže. (Povídka.) Z němčiny pl'eložil a úvodní poznámku o autorovi napsal Rudolf Toman. Ilustroval Bedřich Dlouhý. 6/4, str. 94-104.	German	1961	4
Munch-Petersen, Gustaf	837 Nemluv ke mně. (Báseň.) Z dánštiny přeložil František Frohlich. 3/2, str. 149. - Předchází studie L. P. Rramhllda Pohled na moderní dánskou literaturu.	Danish	1958	2
Muniz, Lucio	838 Dnes naposled zní tep. (Báseň.) Ze španělštiny přeložil Lumír c'.:ivrný. 10/6, str. 79-80. - Uvedeno pod společ• ným názvem 17 mladých prozaikú, 16 mladých bósnlkil, 33 mladých autorú a se slovníčkem spisovatelú.	Spanish	1965	6
Munk, Kaj	839 Co je to umění? ... (Citáty.) Z dánštiny přeložil František Frohlich. 3/2, str. 161.	Danish	1958	2
"Murphy, E. G. (.,Dryblower"")"	840 Pilulka. (Báseň.) Z angličtiny přeložil Stanislav Mareš. 3/3, str. 45-47. - Vyšlo pod souhrnným názvem Příběhy z Austrálie.	English	1958	3
Murray-Smith, S.	841 Francis Adams - literární průkopník anglicky mluvíc/ho světa. (Životopisná stať.) Z angličtiny přeložila E. M. (= Eva Masnerová). 3/3, str. 55-57. - Fotografie F. Adamse. - Vyšlo pod souhrnným názvem Příběhy z Austrálie.	English	1958	3
Murray-Smith, S.	842 Stejně jako velcí klasičtí spisovatelé ... (Citát.) Přeloženo z angličtiny. 3/3, str. 50.	English	1958	3
Musil, Robert	843 Další průběh výletu na švédské šance. Morálka dalšího kroku. (Kapitoly z 3. dílu románu Muž bez vlastnosti.) Z němčiny přeložil Aloys Skoumal. 8/1, str. 195-214.	German	1963	1
Musil, Robert	844 Několikrát p7ečteno ... (3 citáty.) Přeloženo z němčiny. 8/1, str. 99.	German	1963	1
Musil, Robert	845 Sláva. Slavní lidé jsou v jádfe dvojího druhu... (Citót.) Přeloženo z němčiny. 8/1, str. 246.	German	1963	1
Musil, Robert	846 Tonka - Grigia. (Povídky.) Z němčiny přeložili Pavel Pražák (Tonku) a Miloš Jirko (Grigiu). 3/5, str. 150-178, - Fotografie autora.	German	1958	5
Musil, Robert	847 Ukrutnost. Což nás život neučí... (3 citáty.) Přeloženo z němčiny. 8/1, str. 214.	German	1963	1
Musil, Robert	848 Úspěch u obecenstva ... (Citát.) Přeloženo z němčiny. 8/1, str. 65. Maz:emi	German	1963	1
Musil, Robert	849 Na zemi vyšlo plno lamp. (Čínská lidová poezie.) Podle čínských originálú v překladu Marty Ryšavé přebásnil Ladislav Fikar. Vyzdobeno reprodukcemi současných čínských plakátú a lidových kreseb. 4/5, str. 89-105. 6 obr. - Následuje stať Marty Ryšavé Velký skok v čínské poezii.		1959	5
Nabokov, Vladimir	Lolita. Recenze s ukázkami. Viz zázn. 1027.			
Načneme	850 Načneme širokou brázdu. (Z mladé kubánské poezie.) Vybral a ze španělštiny přeložil a úvodní slovo napsal Lumír tivrný. 7/1, str. 96-112. - Ukázky kreseb Benjamína Duarta, Horacia Leyvy, Isabely Castellanové, Angela Hernándeze. José Alvarez Baragaňo : Revoluce barva svobody - Fayad Jamis: Zatímco tvá svíčka, Tulák úsvitu - Roberta Fernández Retamar:	Spanish	1962	1
Načneme	851 Do první linie. (Povídka.) Z ruštiny přeložil Zdeněk Skopal. 3/3, str. 158-176. - Úvodní poznámka s fotografii autora.	Russian	1958	3
